date,tweet_count
2007-12-06,0
2007-12-07,0
2007-12-08,0
2007-12-09,0
2007-12-10,0
2007-12-11,0
2007-12-12,0
2007-12-13,0
2007-12-14,0
2007-12-15,0
2007-12-16,0
2007-12-17,1
2007-12-18,0
2007-12-19,0
2007-12-20,0
2007-12-21,0
2007-12-22,0
2007-12-23,0
2007-12-24,0
2007-12-25,0
2007-12-26,0
2007-12-27,0
2007-12-28,0
2007-12-29,1
2007-12-30,0
2007-12-31,0
2008-01-01,0
2008-01-02,0
2008-01-03,0
2008-01-04,0
2008-01-05,0
2008-01-06,0
2008-01-07,0
2008-01-08,0
2008-01-09,1
2008-01-10,0
2008-01-11,0
2008-01-12,0
2008-01-13,0
2008-01-14,0
2008-01-15,0
2008-01-16,0
2008-01-17,1
2008-01-18,0
2008-01-19,1
2008-01-20,0
2008-01-21,0
2008-01-22,0
2008-01-23,0
2008-01-24,0
2008-01-25,0
2008-01-26,0
2008-01-27,0
2008-01-28,0
2008-01-29,0
2008-01-30,0
2008-01-31,0
2008-02-01,0
2008-02-02,1
2008-02-03,0
2008-02-04,1
2008-02-05,0
2008-02-06,0
2008-02-07,0
2008-02-08,0
2008-02-09,0
2008-02-10,0
2008-02-11,0
2008-02-12,0
2008-02-13,0
2008-02-14,0
2008-02-15,1
2008-02-16,0
2008-02-17,0
2008-02-18,0
2008-02-19,0
2008-02-20,0
2008-02-21,0
2008-02-22,0
2008-02-23,0
2008-02-24,0
2008-02-25,0
2008-02-26,1
2008-02-27,0
2008-02-28,0
2008-02-29,0
2008-03-01,0
2008-03-02,0
2008-03-03,0
2008-03-04,1
2008-03-05,3
2008-03-06,0
2008-03-07,0
2008-03-08,0
2008-03-09,0
2008-03-10,0
2008-03-11,0
2008-03-12,0
2008-03-13,0
2008-03-14,0
2008-03-15,0
2008-03-16,0
2008-03-17,0
2008-03-18,1
2008-03-19,0
2008-03-20,0
2008-03-21,0
2008-03-22,0
2008-03-23,0
2008-03-24,0
2008-03-25,1
2008-03-26,0
2008-03-27,2
2008-03-28,1
2008-03-29,0
2008-03-30,1
2008-03-31,0
2008-04-01,0
2008-04-02,0
2008-04-03,0
2008-04-04,0
2008-04-05,0
2008-04-06,0
2008-04-07,0
2008-04-08,1
2008-04-09,0
2008-04-10,1
2008-04-11,0
2008-04-12,0
2008-04-13,0
2008-04-14,0
2008-04-15,0
2008-04-16,0
2008-04-17,0
2008-04-18,0
2008-04-19,0
2008-04-20,0
2008-04-21,0
2008-04-22,0
2008-04-23,0
2008-04-24,0
2008-04-25,0
2008-04-26,0
2008-04-27,0
2008-04-28,0
2008-04-29,0
2008-04-30,1
2008-05-01,1
2008-05-02,1
2008-05-03,0
2008-05-04,0
2008-05-05,0
2008-05-06,0
2008-05-07,0
2008-05-08,0
2008-05-09,0
2008-05-10,0
2008-05-11,1
2008-05-12,0
2008-05-13,0
2008-05-14,0
2008-05-15,0
2008-05-16,0
2008-05-17,0
2008-05-18,0
2008-05-19,0
2008-05-20,0
2008-05-21,0
2008-05-22,0
2008-05-23,0
2008-05-24,0
2008-05-25,0
2008-05-26,0
2008-05-27,0
2008-05-28,0
2008-05-29,0
2008-05-30,0
2008-05-31,0
2008-06-01,0
2008-06-02,0
2008-06-03,1
2008-06-04,1
2008-06-05,1
2008-06-06,0
2008-06-07,0
2008-06-08,0
2008-06-09,0
2008-06-10,0
2008-06-11,0
2008-06-12,0
2008-06-13,0
2008-06-14,0
2008-06-15,0
2008-06-16,0
2008-06-17,0
2008-06-18,0
2008-06-19,0
2008-06-20,0
2008-06-21,0
2008-06-22,0
2008-06-23,0
2008-06-24,0
2008-06-25,1
2008-06-26,0
2008-06-27,0
2008-06-28,1
2008-06-29,0
2008-06-30,0
2008-07-01,1
2008-07-02,0
2008-07-03,0
2008-07-04,0
2008-07-05,0
2008-07-06,0
2008-07-07,0
2008-07-08,0
2008-07-09,0
2008-07-10,0
2008-07-11,0
2008-07-12,0
2008-07-13,0
2008-07-14,0
2008-07-15,0
2008-07-16,1
2008-07-17,0
2008-07-18,0
2008-07-19,1
2008-07-20,1
2008-07-21,1
2008-07-22,1
2008-07-23,2
2008-07-24,1
2008-07-25,0
2008-07-26,0
2008-07-27,1
2008-07-28,1
2008-07-29,1
2008-07-30,2
2008-07-31,1
2008-08-01,1
2008-08-02,0
2008-08-03,0
2008-08-04,0
2008-08-05,0
2008-08-06,0
2008-08-07,3
2008-08-08,0
2008-08-09,1
2008-08-10,0
2008-08-11,0
2008-08-12,0
2008-08-13,0
2008-08-14,0
2008-08-15,0
2008-08-16,0
2008-08-17,0
2008-08-18,2
2008-08-19,1
2008-08-20,0
2008-08-21,0
2008-08-22,1
2008-08-23,0
2008-08-24,1
2008-08-25,2
2008-08-26,1
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,2
2008-09-06,0
2008-09-07,0
2008-09-08,2
2008-09-09,1
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,1
2008-09-15,1
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,1
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,1
2008-09-28,1
2008-09-29,0
2008-09-30,0
2008-10-01,0
2008-10-02,3
2008-10-03,0
2008-10-04,2
2008-10-05,1
2008-10-06,0
2008-10-07,1
2008-10-08,2
2008-10-09,2
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,1
2008-10-17,0
2008-10-18,1
2008-10-19,0
2008-10-20,0
2008-10-21,2
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,1
2008-10-28,0
2008-10-29,1
2008-10-30,1
2008-10-31,0
2008-11-01,1
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,2
2008-11-06,1
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,2
2008-11-12,0
2008-11-13,0
2008-11-14,3
2008-11-15,2
2008-11-16,2
2008-11-17,0
2008-11-18,1
2008-11-19,1
2008-11-20,2
2008-11-21,2
2008-11-22,0
2008-11-23,2
2008-11-24,0
2008-11-25,0
2008-11-26,2
2008-11-27,3
2008-11-28,0
2008-11-29,1
2008-11-30,0
2008-12-01,0
2008-12-02,1
2008-12-03,0
2008-12-04,0
2008-12-05,1
2008-12-06,1
2008-12-07,0
2008-12-08,0
2008-12-09,1
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,1
2008-12-17,0
2008-12-18,2
2008-12-19,0
2008-12-20,1
2008-12-21,1
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,1
2008-12-27,1
2008-12-28,1
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-01,1
2009-01-02,0
2009-01-03,3
2009-01-04,1
2009-01-05,3
2009-01-06,4
2009-01-07,2
2009-01-08,1
2009-01-09,5
2009-01-10,0
2009-01-11,0
2009-01-12,0
2009-01-13,1
2009-01-14,0
2009-01-15,1
2009-01-16,1
2009-01-17,0
2009-01-18,2
2009-01-19,0
2009-01-20,3
2009-01-21,1
2009-01-22,1
2009-01-23,0
2009-01-24,1
2009-01-25,0
2009-01-26,5
2009-01-27,2
2009-01-28,3
2009-01-29,2
2009-01-30,2
2009-01-31,0
2009-02-01,0
2009-02-02,2
2009-02-03,2
2009-02-04,8
2009-02-05,4
2009-02-06,2
2009-02-07,1
2009-02-08,1
2009-02-09,4
2009-02-10,2
2009-02-11,3
2009-02-12,1
2009-02-13,3
2009-02-14,3
2009-02-15,1
2009-02-16,3
2009-02-17,0
2009-02-18,4
2009-02-19,0
2009-02-20,2
2009-02-21,4
2009-02-22,1
2009-02-23,0
2009-02-24,5
2009-02-25,4
2009-02-26,0
2009-02-27,4
2009-02-28,2
2009-03-01,5
2009-03-02,5
2009-03-03,3
2009-03-04,3
2009-03-05,8
2009-03-06,4
2009-03-07,2
2009-03-08,1
2009-03-09,6
2009-03-10,3
2009-03-11,0
2009-03-12,4
2009-03-13,3
2009-03-14,5
2009-03-15,0
2009-03-16,8
2009-03-17,6
2009-03-18,5
2009-03-19,2
2009-03-20,7
2009-03-21,4
2009-03-22,5
2009-03-23,2
2009-03-24,4
2009-03-25,3
2009-03-26,4
2009-03-27,6
2009-03-28,3
2009-03-29,3
2009-03-30,1
2009-03-31,8
2009-04-01,9
2009-04-02,7
2009-04-03,3
2009-04-04,7
2009-04-05,12
2009-04-06,9
2009-04-07,4
2009-04-08,1
2009-04-09,4
2009-04-10,3
2009-04-11,0
2009-04-12,16
2009-04-13,14
2009-04-14,15
2009-04-15,12
2009-04-16,8
2009-04-17,4
2009-04-18,6
2009-04-19,14
2009-04-20,4
2009-04-21,7
2009-04-22,9
2009-04-23,3
2009-04-24,4
2009-04-25,6
2009-04-26,3
2009-04-27,13
2009-04-28,8
2009-04-29,7
2009-04-30,4
2009-05-01,5
2009-05-02,4
2009-05-03,3
2009-05-04,8
2009-05-05,22
2009-05-06,5
2009-05-07,2
2009-05-08,7
2009-05-09,7
2009-05-10,9
2009-05-11,14
2009-05-12,4
2009-05-13,16
2009-05-14,7
2009-05-15,4
2009-05-16,8
2009-05-17,9
2009-05-18,7
2009-05-19,18
2009-05-20,13
2009-05-21,8
2009-05-22,5
2009-05-23,8
2009-05-24,4
2009-05-25,4
2009-05-26,13
2009-05-27,7
2009-05-28,8
2009-05-29,8
2009-05-30,4
2009-05-31,4
2009-06-01,10
2009-06-02,11
2009-06-03,7
2009-06-04,6
2009-06-05,17
2009-06-06,8
2009-06-07,24
2009-06-08,7
2009-06-09,14
2009-06-10,10
2009-06-11,18
2009-06-12,16
2009-06-13,8
2009-06-14,13
2009-06-15,7
2009-06-16,11
2009-06-17,6
2009-06-18,9
2009-06-19,9
2009-06-20,7
2009-06-21,20
2009-06-22,8
2009-06-23,6
2009-06-24,3
2009-06-25,10
2009-06-26,9
2009-06-27,7
2009-06-28,4
2009-06-29,10
2009-06-30,14
2009-07-01,10
2009-07-02,13
2009-07-03,7
2009-07-04,8
2009-07-05,16
2009-07-06,7
2009-07-07,12
2009-07-08,9
2009-07-09,9
2009-07-10,13
2009-07-11,4
2009-07-12,17
2009-07-13,17
2009-07-14,14
2009-07-15,17
2009-07-16,12
2009-07-17,13
2009-07-18,19
2009-07-19,3
2009-07-20,13
2009-07-21,20
2009-07-22,17
2009-07-23,17
2009-07-24,20
2009-07-25,10
2009-07-26,9
2009-07-27,16
2009-07-28,11
2009-07-29,16
2009-07-30,10
2009-07-31,25
2009-08-01,24
2009-08-02,84
2009-08-03,26
2009-08-04,12
2009-08-05,33
2009-08-06,15
2009-08-07,9
2009-08-08,6
2009-08-09,14
2009-08-10,21
2009-08-11,10
2009-08-12,16
2009-08-13,12
2009-08-14,16
2009-08-15,10
2009-08-16,9
2009-08-17,13
2009-08-18,29
2009-08-19,33
2009-08-20,12
2009-08-21,13
2009-08-22,8
2009-08-23,10
2009-08-24,7
2009-08-25,7
2009-08-26,13
2009-08-27,8
2009-08-28,14
2009-08-29,8
2009-08-30,13
2009-08-31,11
2009-09-01,12
2009-09-02,14
2009-09-03,5
2009-09-04,14
2009-09-05,15
2009-09-06,9
2009-09-07,13
2009-09-08,20
2009-09-09,19
2009-09-10,18
2009-09-11,18
2009-09-12,7
2009-09-13,22
2009-09-14,38
2009-09-15,12
2009-09-16,38
2009-09-17,19
2009-09-18,12
2009-09-19,32
2009-09-20,13
2009-09-21,16
2009-09-22,16
2009-09-23,33
2009-09-24,29
2009-09-25,12
2009-09-26,9
2009-09-27,24
2009-09-28,22
2009-09-29,31
2009-09-30,21
2009-10-01,21
2009-10-02,20
2009-10-03,6
2009-10-04,16
2009-10-05,17
2009-10-06,21
2009-10-07,16
2009-10-08,27
2009-10-09,24
2009-10-10,17
2009-10-11,28
2009-10-12,19
2009-10-13,13
2009-10-14,19
2009-10-15,18
2009-10-16,26
2009-10-17,19
2009-10-18,11
2009-10-19,19
2009-10-20,46
2009-10-21,20
2009-10-22,15
2009-10-23,25
2009-10-24,9
2009-10-25,25
2009-10-26,27
2009-10-27,17
2009-10-28,21
2009-10-29,18
2009-10-30,15
2009-10-31,13
2009-11-01,9
2009-11-02,11
2009-11-03,33
2009-11-04,22
2009-11-05,25
2009-11-06,21
2009-11-07,11
2009-11-08,16
2009-11-09,15
2009-11-10,18
2009-11-11,22
2009-11-12,37
2009-11-13,12
2009-11-14,15
2009-11-15,18
2009-11-16,23
2009-11-17,18
2009-11-18,24
2009-11-19,24
2009-11-20,18
2009-11-21,17
2009-11-22,22
2009-11-23,24
2009-11-24,21
2009-11-25,9
2009-11-26,11
2009-11-27,20
2009-11-28,29
2009-11-29,14
2009-11-30,14
2009-12-01,24
2009-12-02,20
2009-12-03,37
2009-12-04,15
2009-12-05,29
2009-12-06,23
2009-12-07,15
2009-12-08,32
2009-12-09,45
2009-12-10,39
2009-12-11,32
2009-12-12,18
2009-12-13,14
2009-12-14,19
2009-12-15,17
2009-12-16,31
2009-12-17,23
2009-12-18,14
2009-12-19,12
2009-12-20,25
2009-12-21,18
2009-12-22,15
2009-12-23,29
2009-12-24,14
2009-12-25,12
2009-12-26,12
2009-12-27,20
2009-12-28,16
2009-12-29,21
2009-12-30,9
2009-12-31,27
2010-01-01,12
2010-01-02,12
2010-01-03,20
2010-01-04,52
2010-01-05,49
2010-01-06,44
2010-01-07,35
2010-01-08,24
2010-01-09,17
2010-01-10,20
2010-01-11,26
2010-01-12,35
2010-01-13,24
2010-01-14,18
2010-01-15,16
2010-01-16,14
2010-01-17,24
2010-01-18,18
2010-01-19,27
2010-01-20,21
2010-01-21,35
2010-01-22,37
2010-01-23,26
2010-01-24,28
2010-01-25,18
2010-01-26,57
2010-01-27,25
2010-01-28,24
2010-01-29,60
2010-01-30,17
2010-01-31,22
2010-02-01,36
2010-02-02,39
2010-02-03,60
2010-02-04,32
2010-02-05,31
2010-02-06,33
2010-02-07,36
2010-02-08,35
2010-02-09,33
2010-02-10,51
2010-02-11,52
2010-02-12,32
2010-02-13,16
2010-02-14,26
2010-02-15,31
2010-02-16,32
2010-02-17,29
2010-02-18,55
2010-02-19,25
2010-02-20,51
2010-02-21,112
2010-02-22,45
2010-02-23,38
2010-02-24,124
2010-02-25,61
2010-02-26,55
2010-02-27,31
2010-02-28,29
2010-03-01,30
2010-03-02,136
2010-03-03,60
2010-03-04,38
2010-03-05,54
2010-03-06,16
2010-03-07,15
2010-03-08,30
2010-03-09,36
2010-03-10,22
2010-03-11,33
2010-03-12,35
2010-03-13,45
2010-03-14,12
2010-03-15,23
2010-03-16,16
2010-03-17,22
2010-03-18,22
2010-03-19,35
2010-03-20,29
2010-03-21,20
2010-03-22,66
2010-03-23,35
2010-03-24,42
2010-03-25,40
2010-03-26,72
2010-03-27,83
2010-03-28,38
2010-03-29,54
2010-03-30,48
2010-03-31,29
2010-04-01,53
2010-04-02,35
2010-04-03,37
2010-04-04,44
2010-04-05,33
2010-04-06,50
2010-04-07,41
2010-04-08,29
2010-04-09,27
2010-04-10,19
2010-04-11,30
2010-04-12,28
2010-04-13,72
2010-04-14,62
2010-04-15,31
2010-04-16,37
2010-04-17,41
2010-04-18,36
2010-04-19,22
2010-04-20,34
2010-04-21,67
2010-04-22,95
2010-04-23,24
2010-04-24,50
2010-04-25,17
2010-04-26,38
2010-04-27,101
2010-04-28,20
2010-04-29,32
2010-04-30,26
2010-05-01,24
2010-05-02,52
2010-05-03,32
2010-05-04,46
2010-05-05,45
2010-05-06,43
2010-05-07,30
2010-05-08,23
2010-05-09,15
2010-05-10,17
2010-05-11,19
2010-05-12,48
2010-05-13,53
2010-05-14,38
2010-05-15,20
2010-05-16,35
2010-05-17,108
2010-05-18,122
2010-05-19,161
2010-05-20,46
2010-05-21,45
2010-05-22,29
2010-05-23,23
2010-05-24,36
2010-05-25,28
2010-05-26,75
2010-05-27,35
2010-05-28,26
2010-05-29,19
2010-05-30,20
2010-05-31,8
2010-06-01,33
2010-06-02,22
2010-06-03,24
2010-06-04,29
2010-06-05,37
2010-06-06,22
2010-06-07,25
2010-06-08,50
2010-06-09,132
2010-06-10,46
2010-06-11,31
2010-06-12,17
2010-06-13,25
2010-06-14,40
2010-06-15,33
2010-06-16,68
2010-06-17,25
2010-06-18,17
2010-06-19,10
2010-06-20,34
2010-06-21,31
2010-06-22,24
2010-06-23,41
2010-06-24,39
2010-06-25,40
2010-06-26,32
2010-06-27,13
2010-06-28,12
2010-06-29,24
2010-06-30,459
2010-07-01,24
2010-07-02,37
2010-07-03,39
2010-07-04,26
2010-07-05,129
2010-07-06,54
2010-07-07,23
2010-07-08,29
2010-07-09,66
2010-07-10,32
2010-07-11,15
2010-07-12,26
2010-07-13,29
2010-07-14,143
2010-07-15,37
2010-07-16,44
2010-07-17,18
2010-07-18,45
2010-07-19,46
2010-07-20,31
2010-07-21,44
2010-07-22,32
2010-07-23,20
2010-07-24,50
2010-07-25,13
2010-07-26,19
2010-07-27,25
2010-07-28,41
2010-07-29,27
2010-07-30,35
2010-07-31,33
2010-08-01,49
2010-08-02,417
2010-08-03,218
2010-08-04,146
2010-08-05,198
2010-08-06,70
2010-08-07,24
2010-08-08,39
2010-08-09,28
2010-08-10,84
2010-08-11,103
2010-08-12,97
2010-08-13,48
2010-08-14,52
2010-08-15,36
2010-08-16,54
2010-08-17,70
2010-08-18,55
2010-08-19,124
2010-08-20,81
2010-08-21,73
2010-08-22,60
2010-08-23,43
2010-08-24,54
2010-08-25,36
2010-08-26,44
2010-08-27,61
2010-08-28,34
2010-08-29,52
2010-08-30,45
2010-08-31,46
2010-09-01,37
2010-09-02,44
2010-09-03,48
2010-09-04,38
2010-09-05,37
2010-09-06,35
2010-09-07,30
2010-09-08,57
2010-09-09,103
2010-09-10,251
2010-09-11,70
2010-09-12,33
2010-09-13,63
2010-09-14,50
2010-09-15,42
2010-09-16,31
2010-09-17,74
2010-09-18,18
2010-09-19,24
2010-09-20,29
2010-09-21,44
2010-09-22,57
2010-09-23,82
2010-09-24,49
2010-09-25,51
2010-09-26,42
2010-09-27,45
2010-09-28,57
2010-09-29,51
2010-09-30,53
2010-10-01,37
2010-10-02,60
2010-10-03,31
2010-10-04,198
2010-10-05,54
2010-10-06,33
2010-10-07,41
2010-10-08,43
2010-10-09,43
2010-10-10,42
2010-10-11,49
2010-10-12,174
2010-10-13,131
2010-10-14,40
2010-10-15,65
2010-10-16,49
2010-10-17,21
2010-10-18,76
2010-10-19,46
2010-10-20,41
2010-10-21,28
2010-10-22,37
2010-10-23,30
2010-10-24,34
2010-10-25,50
2010-10-26,43
2010-10-27,21
2010-10-28,32
2010-10-29,43
2010-10-30,29
2010-10-31,24
2010-11-01,236
2010-11-02,119
2010-11-03,53
2010-11-04,48
2010-11-05,50
2010-11-06,31
2010-11-07,26
2010-11-08,35
2010-11-09,55
2010-11-10,27
2010-11-11,46
2010-11-12,46
2010-11-13,22
2010-11-14,31
2010-11-15,46
2010-11-16,242
2010-11-17,240
2010-11-18,50
2010-11-19,35
2010-11-20,34
2010-11-21,42
2010-11-22,312
2010-11-23,63
2010-11-24,33
2010-11-25,41
2010-11-26,32
2010-11-27,45
2010-11-28,86
2010-11-29,59
2010-11-30,69
2010-12-01,67
2010-12-02,63
2010-12-03,42
2010-12-04,31
2010-12-05,39
2010-12-06,56
2010-12-07,34
2010-12-08,47
2010-12-09,29
2010-12-10,23
2010-12-11,57
2010-12-12,30
2010-12-13,45
2010-12-14,423
2010-12-15,64
2010-12-16,53
2010-12-17,35
2010-12-18,29
2010-12-19,17
2010-12-20,48
2010-12-21,30
2010-12-22,34
2010-12-23,25
2010-12-24,38
2010-12-25,16
2010-12-26,23
2010-12-27,31
2010-12-28,34
2010-12-29,27
2010-12-30,41
2010-12-31,39
2011-01-01,196
2011-01-02,73
2011-01-03,35
2011-01-04,83
2011-01-05,66
2011-01-06,34
2011-01-07,37
2011-01-08,39
2011-01-09,48
2011-01-10,83
2011-01-11,64
2011-01-12,43
2011-01-13,33
2011-01-14,51
2011-01-15,47
2011-01-16,31
2011-01-17,57
2011-01-18,40
2011-01-19,22
2011-01-20,39
2011-01-21,57
2011-01-22,26
2011-01-23,51
2011-01-24,27
2011-01-25,58
2011-01-26,41
2011-01-27,60
2011-01-28,72
2011-01-29,44
2011-01-30,25
2011-01-31,60
2011-02-01,542
2011-02-02,90
2011-02-03,104
2011-02-04,60
2011-02-05,34
2011-02-06,26
2011-02-07,33
2011-02-08,54
2011-02-09,48
2011-02-10,52
2011-02-11,54
2011-02-12,24
2011-02-13,60
2011-02-14,58
2011-02-15,73
2011-02-16,61
2011-02-17,70
2011-02-18,112
2011-02-19,36
2011-02-20,41
2011-02-21,48
2011-02-22,93
2011-02-23,43
2011-02-24,69
2011-02-25,51
2011-02-26,35
2011-02-27,36
2011-02-28,42
2011-03-01,58
2011-03-02,48
2011-03-03,62
2011-03-04,42
2011-03-05,52
2011-03-06,42
2011-03-07,54
2011-03-08,61
2011-03-09,54
2011-03-10,49
2011-03-11,44
2011-03-12,37
2011-03-13,47
2011-03-14,76
2011-03-15,39
2011-03-16,45
2011-03-17,30
2011-03-18,33
2011-03-19,32
2011-03-20,484
2011-03-21,85
2011-03-22,58
2011-03-23,33
2011-03-24,70
2011-03-25,59
2011-03-26,32
2011-03-27,42
2011-03-28,53
2011-03-29,79
2011-03-30,69
2011-03-31,134
2011-04-01,108
2011-04-02,37
2011-04-03,64
2011-04-04,52
2011-04-05,60
2011-04-06,55
2011-04-07,45
2011-04-08,66
2011-04-09,38
2011-04-10,23
2011-04-11,32
2011-04-12,44
2011-04-13,47
2011-04-14,47
2011-04-15,43
2011-04-16,38
2011-04-17,43
2011-04-18,36
2011-04-19,86
2011-04-20,131
2011-04-21,53
2011-04-22,43
2011-04-23,29
2011-04-24,43
2011-04-25,32
2011-04-26,61
2011-04-27,45
2011-04-28,34
2011-04-29,132
2011-04-30,56
2011-05-01,33
2011-05-02,53
2011-05-03,48
2011-05-04,60
2011-05-05,42
2011-05-06,46
2011-05-07,29
2011-05-08,32
2011-05-09,30
2011-05-10,40
2011-05-11,48
2011-05-12,34
2011-05-13,39
2011-05-14,34
2011-05-15,30
2011-05-16,45
2011-05-17,62
2011-05-18,45
2011-05-19,83
2011-05-20,79
2011-05-21,28
2011-05-22,56
2011-05-23,761
2011-05-24,70
2011-05-25,72
2011-05-26,42
2011-05-27,42
2011-05-28,39
2011-05-29,33
2011-05-30,42
2011-05-31,71
2011-06-01,54
2011-06-02,49
2011-06-03,74
2011-06-04,30
2011-06-05,51
2011-06-06,79
2011-06-07,44
2011-06-08,48
2011-06-09,45
2011-06-10,321
2011-06-11,99
2011-06-12,78
2011-06-13,63
2011-06-14,69
2011-06-15,34
2011-06-16,44
2011-06-17,43
2011-06-18,37
2011-06-19,41
2011-06-20,48
2011-06-21,57
2011-06-22,54
2011-06-23,100
2011-06-24,46
2011-06-25,75
2011-06-26,65
2011-06-27,42
2011-06-28,108
2011-06-29,139
2011-06-30,52
2011-07-01,64
2011-07-02,46
2011-07-03,54
2011-07-04,108
2011-07-05,99
2011-07-06,131
2011-07-07,82
2011-07-08,96
2011-07-09,42
2011-07-10,52
2011-07-11,37
2011-07-12,62
2011-07-13,108
2011-07-14,57
2011-07-15,46
2011-07-16,50
2011-07-17,52
2011-07-18,47
2011-07-19,85
2011-07-20,98
2011-07-21,81
2011-07-22,68
2011-07-23,47
2011-07-24,36
2011-07-25,464
2011-07-26,167
2011-07-27,87
2011-07-28,82
2011-07-29,51
2011-07-30,67
2011-07-31,37
2011-08-01,93
2011-08-02,1190
2011-08-03,254
2011-08-04,74
2011-08-05,201
2011-08-06,108
2011-08-07,74
2011-08-08,81
2011-08-09,107
2011-08-10,66
2011-08-11,80
2011-08-12,80
2011-08-13,49
2011-08-14,95
2011-08-15,75
2011-08-16,72
2011-08-17,66
2011-08-18,66
2011-08-19,67
2011-08-20,62
2011-08-21,71
2011-08-22,91
2011-08-23,72
2011-08-24,91
2011-08-25,57
2011-08-26,52
2011-08-27,57
2011-08-28,32
2011-08-29,76
2011-08-30,74
2011-08-31,58
2011-09-01,75
2011-09-02,61
2011-09-03,56
2011-09-04,32
2011-09-05,78
2011-09-06,39
2011-09-07,79
2011-09-08,44
2011-09-09,58
2011-09-10,54
2011-09-11,106
2011-09-12,93
2011-09-13,50
2011-09-14,73
2011-09-15,55
2011-09-16,90
2011-09-17,49
2011-09-18,42
2011-09-19,66
2011-09-20,184
2011-09-21,173
2011-09-22,302
2011-09-23,596
2011-09-24,141
2011-09-25,66
2011-09-26,80
2011-09-27,91
2011-09-28,71
2011-09-29,95
2011-09-30,72
2011-10-01,71
2011-10-02,549
2011-10-03,235
